timestep	mean	median
458303	762.6883960265747	744.4303972020161
463550	784.1989990378827	780.5865542536496
469550	482.1075784433988	541.9810656094041
474654	726.4156444525773	758.4337275135592
479867	714.902726688243	745.5376002298218
485386	609.7238781047685	662.5799062784635
490622	283.02029838535907	187.62786431823292
495700	469.9615627087248	620.2878652382867
501556	237.9276096051787	90.72804182701827
507177	372.1156174532527	353.68718365511756
512800	306.9611860207166	154.38216109387795
518208	292.46871330949926	134.58596497842893
524173	451.3865778596652	650.7479195374888
529721	170.7275689278511	45.129554554381485
535138	182.6161249013394	56.587732218179255
540205	469.66485611382916	603.2543219451954
545724	206.7939176702301	99.6134354873171
551665	303.44224536988986	57.62438039046032
556673	35.001742258688026	24.959607841369852
561714	95.2513099977975	16.30563720387766
566885	24.19135169417765	18.330264247644752
571904	24.557944354796287	24.037427628367542
577127	22.14701675975706	22.35182979040442
582167	30.044076270730095	12.08201664210335
587297	24.881426898023868	18.82700382684809
592314	23.61047661728027	14.58860368624162
597550	18.76667080555997	16.443081989220524
602568	16.333939542068123	16.087359552526628
607577	23.03327173151752	15.216631480901476
612588	13.877674586255186	12.74883889973772
617824	16.2305716546905	14.116560476556653
623137	25.551974119773803	17.88236759590044
628143	60.59579546862237	11.082671045053013
633746	44.36584637399682	12.492003718308414
639062	22.291634058319204	16.173729214515518
645004	22.959648090490944	21.726337689882925
650007	14.358296928173539	10.384457183584148
655407	18.05856725758224	21.881654617611346
661196	16.525343669828647	15.017927372653425
666910	39.836630773257326	17.601818576665572
672469	42.2986011381753	17.490863189834975
677491	35.23125545618551	14.780326990653148
683072	79.31535829342327	20.894969747551464
688998	27.9942364982293	24.893061965970205
694231	61.22416548383346	16.369305867960428
699262	26.96714064452347	16.16858441887543
704407	19.380105431701303	16.44337024208245
709452	28.566347877335623	31.17069802288985
714453	149.84508610197577	32.624327255344156
719461	72.89716152987367	24.388894126173227
725395	85.34999638902879	36.534193541382876
730901	29.360226889883695	22.66445977179869
736192	36.76991591852978	35.10195840072123
741842	28.880645396761054	30.363640109242095
746892	66.04865169511956	20.181446872660306
752134	26.572082946685065	17.389490137895574
757193	23.609184518527837	22.768633676629634
762223	71.07705831697545	12.57442084773984
767923	25.29915809889858	16.908638892010536
773692	69.39289261281063	15.08418940237651
778951	74.23156657058696	21.527949317307506
784294	25.899134727948372	19.398182556295772
789381	26.753368129938657	20.32470712608034
795010	21.344766152651378	17.494542490541154
800454	114.71320130617468	40.46355426265873
805497	35.75862990663166	23.73319456486265
810629	23.52650502187273	19.849699462702574
815674	36.843268407404665	39.12306225029543
821424	19.438395666189706	15.38570467963844
826473	50.807625772544824	28.5501501114744
831533	30.12674585528323	23.016067337661692
836766	20.351805841899118	14.508373898568223
842101	31.72300290929017	25.708642644968883
847767	54.817554007701304	21.246040801602014
853252	89.84478652471378	27.2372174750449
858598	102.66806200133423	29.607601788657476
863794	51.704970731011045	27.423437541252028
869306	27.715983688904895	18.28744353909198
874458	33.268967464538946	30.36223646991149
879560	44.7426265263952	32.909781488685496
884577	83.67150931003673	27.30415944780285
889606	25.297461161409444	18.213894657970897
894972	27.61172253450163	29.789559489672225
900441	48.508217824994595	21.259468641903393
905725	29.201378646784594	15.142434197076305
911469	64.08066773270392	22.318232404350205
917283	159.19847247077988	47.093099086382836
922407	32.986566268566875	26.30949265327156
928186	138.0974972847846	78.60669398896589
933852	101.39030145279368	25.27536346744761
938909	130.10328954303168	43.86837328103306
943988	75.95974137010138	41.33685320408151
949916	39.49060979215851	25.654163624152808
955412	132.17091948479927	61.005016990296056
960669	181.5183670076135	71.58956846825282
965975	28.598648955711433	16.076992626012178
971263	43.83010474517931	18.374572828381872
976856	115.6093158250604	40.91089632240811
982149	37.324675409725636	32.593895809296946
987228	105.7099363546738	30.63616646001386
992462	29.100179286765602	20.998347741273903
997969	76.36855340543636	29.958526420458988
