timestep	mean	median
5289	796.2633132107943	824.4262117277556
11289	949.5652715829871	947.2503815161324
17289	976.5031084677951	979.435568760103
23289	961.9644452221677	982.3699486029992
29289	978.2868475124196	977.0964905072847
35289	1016.4785355012209	1020.7829898736627
41289	1004.6762153603052	1003.9364089359119
47289	988.9351748799536	989.7894394891086
53289	1003.4923377009287	1010.8079274034303
59289	957.4865466548368	956.0974033235398
65289	967.1724884728037	958.7344673527996
71289	973.2923657392806	971.9791966793331
77289	969.9576562845556	969.9319014385535
83289	1003.445804929492	991.347963382502
89289	1025.7422322893722	1026.2715354027068
95289	977.2918695039665	973.2433334534753
101289	1029.025937245808	1049.830797838536
107289	1050.3488615376975	1038.6441987198345
113289	988.7340239769285	989.8276863025018
119289	1065.4870497276765	1073.5580587096706
125289	1142.9646639934235	1147.8542474717908
131289	1170.2974065103679	1173.2939605935885
137289	1044.516453266377	1052.8805940763168
143289	994.4495124807527	990.202262956243
149289	969.6203480030405	966.7121582592431
155289	981.672305555456	980.2926120836585
161289	1017.3385348544977	1010.1207110813414
167289	1023.9709924035533	1016.4253664495379
173289	1022.0669886565859	1013.4046017382883
179289	1006.9360462252395	1004.7740482292364
185289	1000.4117861903885	1000.6480815687057
191289	985.7437178737528	991.0372974576028
197289	1010.936227372396	1013.593182134097
203289	1072.8948467021532	1069.9392570735545
209289	1140.3785975317317	1129.9589796035048
215289	1076.8041960803043	1051.5581485147975
221289	1189.5068968497453	1233.5007830700729
227289	997.5028172119488	984.5877692192547
233289	948.4821417437236	950.4424060210922
239289	943.7135327258172	941.7841790044167
245289	945.1029927352778	943.8640347067651
251289	951.0621536627134	953.3370276506657
257289	949.2727458214031	949.7903986025333
263289	970.7228792895701	968.2586109508046
269289	1098.7334234703444	1105.3530729775966
275289	1084.84801780484	1084.3348241157428
281289	1084.458606906575	1040.1616445450495
287289	1047.2669983108535	1033.8209798779735
293289	1048.4926564954515	1028.8208520116864
299289	1042.052324445144	1044.060058968102
305289	1030.5076272212773	1018.6948214506479
311289	1015.8728491337719	1005.0510238888407
317289	929.6461611254124	924.9411631649971
323289	934.6498738142354	933.9154146644697
329289	972.7600810718568	963.7071866948529
335289	977.3664100867238	986.6257306078003
341289	951.050051885299	960.9569279219456
347289	961.5638183732787	942.3882619784254
353289	980.4796503994188	985.735291086571
